职位名称,技能,薪资,学历要求,地区
MIM销售经理,['其他行业'],8-13K,中专/中技,厦门
大客户经理,['客户代表'],5-10K·13薪,大专,厦门
国际业务专员(J10052),"['年终奖', '有外贸工作经验', '医药设备', '英语可用于工作']",11-20K·15薪,本科,厦门
外贸跟单员,"['样品跟单', '大货跟单', '熟悉纺织品生产流程']",5-10K·13薪,学历不限,厦门
文员,['食品/饮料'],5-6K,学历不限,厦门
产品经理,"['移动端产品', '搜索产品', '数据产品']",10-13K·14薪,大专,厦门
高级JAVA软件工程师,"['后端开发', '微服务', '分布式技术', 'SpringBoot', 'SpringCloud']",17-22K·13薪,本科,厦门
平面设计师,"['平面设计', '品牌设计', '视觉设计', '设计师', '插画设计']",7-12K·13薪,大专,厦门
拎包项目经理,"['住宅小区', '内装', '拎包', '连锁店面']",10-15K·13薪,大专,厦门
工业设计师,"['包装设计', 'AI', 'PhotoShop', '设计师', '礼品工艺品', '包装']",6-9K,大专,厦门
厨师长,['烧烤/大排档'],7-12K,学历不限,厦门
实习生,"['公共艺术设计', '3DMax', 'CAD', 'Sketchup']",100-150元/天,大专,厦门
厨师炒锅,"['炒锅', '中餐炒锅', '川菜', '湘菜', '闽菜', '5年以上', '151-300平米']",9-14K,学历不限,厦门
政府福利专员,"['政府关系经理', '政府关系专员']",8-13K,本科,厦门
发型师,['发型师'],5-8K,学历不限,厦门
人事行政主管,"['资产管理', '活动/会议组织', '文字功底扎实', '行政管理']",4-5K,大专,厦门
速卖通运营（跨境电商）,"['网店店长', 'B2C', '电商店铺运营', '速卖通', 'B2C跨境电商']",6-11K,学历不限,厦门
际渊的茶招聘奶茶店店员,['全职'],4-8K,学历不限,厦门
化妆品打样员,"['洗护', '化工工程师', 'ISO22716', '微生物检测', '配方开发', '护肤']",4-6K,大专,厦门
医学研究员,"['医学支持', '医学研究', '上市后研究']",8-12K,硕士,厦门
智能化工程师,"['建筑施工', '质量管理', '建筑工程']",6-7K,中专/中技,厦门
利新源餐饮招聘体系审核员,"['ISO20000', 'ISO22000/HACCP', 'ISO9001', '餐饮管理']",5-6K,大专,厦门
外贸业务员,"['年终奖', '太阳能', '国际贸易专业', '环保用品', '有外贸工作经验']",8-13K·13薪,大专,厦门
需求分析师,"['Axure', 'Visio', 'Oracle/MySQL', '计算机/软件工程相关专业']",5-10K,本科,厦门
医疗设备维修工程师,"['售前', '售中', '售后', '技术支持']",5-6K,大专,厦门
自媒体媒介,"['媒介专员', 'KOL', '媒介商务', '网络媒体', '媒介广告', '媒介投放']",7-12K·13薪,大专,厦门
外贸业务员,"['欧美市场', '有海外销售经验', '网络销售', '企业客户', '北美市场']",8-10K,本科,厦门
咨询热线/呼叫中心客服,"['不含销售的客服工作', '正常工作制', '办公室坐班', '兼职']",4-5K,大专,厦门
翔安兼职日结,['不加班'],3-4K,学历不限,厦门
好帮你招聘网约车司机,"['就近分配', 'C1驾驶证', '全职兼职均可']",11-20K,学历不限,厦门
会计,"['总账', '成本', '固定资产核算', '税务', '财务分析', '餐饮酒店']",6-7K,大专,厦门
iOS,"['Git', 'Swift', 'objective-c']",6-10K,本科,厦门
兴鸿益招聘车工,"['数控车床', '3-5年经验', '月结']",7-10K,学历不限,厦门
桂圆事业部管理,"['消费品', '全国', '0-30人', '运营管理']",18-20K,本科,厦门
web全栈工程师,"['前端开发', '全栈开发', 'IT项目管理', '后端开发', 'WEB开发']",10-20元/天,本科,厦门
ISP算法工程师,"['视觉图像算法', '算法设计', '图像算法优化', '3A算法', 'ISP算法']",15-30K,硕士,厦门
茶艺师销售,"['茶叶茶具店', '销售经验']",5-9K,学历不限,厦门
金百美招聘空调工,"['包吃', '加班费', '底薪加提成', '带薪培训', '保底工资']",4-8K,中专/中技,厦门
高级房产置业顾问,"['二者兼具', '实地看房', '客户开发', '房源开发', '商业地产', '新房']",200-400元/天,,厦门
美容理疗师,"['SPA/水疗机构', '了解美容常识']",6-11K,学历不限,厦门
早检销售代表（厦门）(J10566),"['肿瘤早检', '肿瘤早筛', '健康管理中心']",8-10K,大专,厦门
值班经理,"['包吃包住', '年终奖', '门店运营管理', '酒店']",6-11K,本科,厦门
室内设计实习生,"['CAD', '3DMax', 'Sketchup', 'SU', '设计师助理', '住宅地产']",30-50元/天,大专,厦门
抖音主播,"['抖音', '生活家居', '普通话流利', '无需露脸']",5-10K,学历不限,厦门
CRM产品经理,"['数据分析', 'CRM', '营销', '会员运营']",25-40K,本科,厦门
技术支持工程师,"['系统集成', '其他类型SaaS/PaaS', '售前技术支持经验']",4-9K·13薪,大专,厦门
摄影师,"['汽车摄影', '摄影', '沟通能力良好', '静物/产品摄影', '摄像']",7-12K,学历不限,厦门
唯信视点招聘供应链专员,"['供应商管理', '采购管理', '供应链专员', '库存管理']",4-8K,本科,厦门
CNC切割工程师,"['CNC', '切割', '设备', '数控']",5-10K,大专,厦门
健身私教,"['教练', '健身', '拳击', '瑜伽普拉提', '体能', '器械', '自由搏击']",10-15K,学历不限,厦门
书法老师,"['书法', '集体授课']",4-8K,大专,厦门
工程技工领班（厦门海上世界）,"['全职', '商业地产', '综合体', '住宅地产', '物业工程']",5-7K·13薪,中专/中技,厦门
十三薪&五险一金&专利工程师,"['专利代理人', '专利撰写', '审议答复']",7-10K,大专,厦门
空间设计师,"['CAD', '3DMax', 'CorelDRAW', '设计师', '主案设计师', '设计主管']",8-12K,大专,厦门
翻译,"['周末双休，五险一金', '俄语翻译', '波斯语翻译', '文件合同互译']",6-9K,本科,厦门
电商美工设计（6-10k）,"['画册设计', '平面设计', '包装设计', '图案设计', '配饰设计', '全职']",6-10K,大专,厦门
销售经理（厦门）,"['软件/企业服务产品', '对企业/机构（ToB）销售经验']",8-13K,大专,厦门
审计助理实习生,['财务会计专业'],2-3K,大专,厦门
机械工程师,"['新能源', '图纸设计', '技术改造与调整', '综合性工程师', 'Pro/E']",12-15K,本科,厦门
校园运营,"['有拓展队伍', '普通话流利', '校园']",4-8K·13薪,大专,厦门
人事行政专员,"['固定资产管理', '物品采购/领用']",4-5K,学历不限,长沙
安全评价师,"['五险', '安全评价师', '注册安全工程师']",7-11K,本科,长沙
菜鸟直送招聘快递员,"['公司提供三轮车', '日用品', '服装', '食品', '指定区域配送']",9-14K,学历不限,长沙
小儿推拿师,['小儿推拿师资质证书'],6-7K,学历不限,长沙
次元胖子汽车维修招聘车工,"['月结', '包吃住']",2-3K,学历不限,长沙
JAVA培训讲师,['Java培训讲师'],8-10K,本科,长沙
直播中控,"['直播场控', '抖音（抖音火山）', '带货直播']",4-6K,大专,长沙
平面设计师,['美工'],5-6K,大专,长沙
电商产品开发经理,"['C端产品', '市场调研', '产品规划', '需求分析', '产品设计', 'TOC']",10-12K,本科,长沙
工艺工程师（设备/夹具）,"['SolidWorks', '夹具设计', '夹具', '工装', 'CAD']",10-12K·14薪,大专,长沙
洛驰招聘车工,['3-5年经验'],5-10K,学历不限,长沙
售前工程师,"['技术沟通', '招投标', '标书']",8-11K,本科,长沙
PMP培训讲师,"['培训机构', '线上教育', '外训', '职业与技能培训', 'IT培训']",7-12K,本科,长沙
总经理,"['公司管理', '投融资管理', '品牌管理', '投融资', '基金', '物流配送']",10-15K,大专,长沙
知识产权审核（文职/双休）,"['全职', '内容审核', '文本审核', '英语可作为工作语言']",5-8K·13薪,本科,长沙
施工图深化设计师,"['室内设计', 'CAD设计', '施工图深化', '施工图', '工装']",7-9K,本科,长沙
水电监理工程师,"['工程监理', '物业维修', '给排水工程', '机电工程', '弱电工程']",5-10K,大专,长沙
APP开发工程师,"['AndroidStudio', 'Java', 'AndroidUI']",4-8K,本科,长沙
高级研究员,"['化工工程师', '化学原料药', '医药科研', '医药生产', '临床研究']",12-20K·13薪,博士,长沙
鹿屿食品店招聘陈列员,"['包吃', '餐补', '房补', '全勤奖']",3-4K,学历不限,长沙
实习生,['学习能力强'],3-5K,学历不限,长沙
一线社工,['爱心奉献热情礼貌'],2-3K,大专,长沙
鑫辰汽车租赁招聘网约车司机,"['免费培训', '车辆保险/保养', '平台一对一派单', '熟悉本地路况']",8-10K,学历不限,长沙
数据统计员,['数据统计'],3-5K,大专,长沙
电视平面设计师,"['包装设计', '海报设计', 'AI']",8-13K,大专,长沙
销售带薪培训8k+,"['无经验要求', '电话销售经验', '面销/陌拜经验', '个人（ToC）']",8-13K,学历不限,长沙
星橙驾校招聘驾校教练,"['直营教练', 'C2驾驶证', 'B1驾驶证', 'C1驾驶证', 'B2驾驶证']",5-9K,学历不限,长沙
工程资料员,['工程资料员'],3-7K,大专,长沙
公路资料技术咨询员,"['五险', '弹性工作制']",4-6K,中专/中技,长沙
品牌公关,"['新媒体', '互联网广告', '文案']",5-10K,大专,长沙
宠物母婴-小红书媒介主管,"['KOL投放', '信息流投放', '视频投放', '母婴宠物', '小红书']",10-15K·13薪,本科,长沙
餐厅店长,"['月休四天', '带薪年假', '包吃包住', '意外险', '绩效奖金', '中餐厅']",10-15K,学历不限,长沙
软装设计师,"['软装设计', '窗帘设计']",10-11K,本科,长沙
武术教练,"['武术', '教练', '助教', '跆拳道', '散打', '集体授课']",3-4K,学历不限,长沙
餐饮销售经理,"['门店/柜台销售', '个人（ToC）', '面销/陌拜', '其他产品/服务']",10-15K,学历不限,长沙
生产厂长,"['家居家具', '建材', '服装/纺织/鞋包']",12-15K,大专,长沙
酒店前台,"['轮班工作制', '包吃住']",4-5K,学历不限,长沙
项目经理,['项目管理'],7-10K,大专,长沙
额艾塞斯餐饮管理招聘传菜员,['全职'],3-5K,学历不限,长沙
医生,"['副高级职称', '医师资格证', '外科', '体检中心', '全科', '内科']",8-10K·13薪,本科,长沙
会计兼助理,"['会计', '记账会计', '总账会计', '财务经理', '结算', '成本管理']",5-10K,本科,长沙
行政客服专员,"['售前客服', '无销售性质']",5-10K,高中,长沙
前台,"['普通话标准', '正常班']",3-4K,中专/中技,长沙
暖通工程师,"['周末双休', '带薪年假', '弹性工作制']",5-10K,学历不限,长沙
亚马逊运营主管,"['品类运营', '跨境电商运营', '电商运营', '亚马逊', 'FBA', 'Amazon']",15-30K,大专,长沙
包住（提供吃）网销／推广综合月入6-8k,"['网络营销经验', '个人（ToC）', '网络销售', '娱乐', '接受小白']",3-8K·13薪,大专,长沙
总经理,"['总经理', '合伙人', '渠道推广', '海外经验', '教育培训']",25-40K,本科,长沙
技术服务,"['系统运维', '机房运维', '数据处理']",4-7K,大专,长沙
丽星汽车升级招聘机修工,"['中级机修工职业资格证书', '机修工职业资格证书技师证']",15-20K,中专/中技,长沙
法律编辑,['新媒体文案'],6-9K,大专,长沙
装饰施工图设计师,"['设计师助理', 'CAD', 'SKetch', 'SU', 'PhotoShop']",7-11K,大专,长沙
总裁/总经理/CEO,"['公司管理', '品牌管理', '战略管理', '销售管理', '英语']",30-50K,本科,长沙
软装设计师助理,['设计师助理'],4-6K,大专,长沙
软件工程师（长沙）,"['C语言', 'C++', '嵌入式开发经验', '电机控制']",11-20K·15薪,本科,长沙
湖南梅茨格招聘钳工,"['住房补贴', '保底工资', '有无线网', '晋升空间大']",4-7K,学历不限,长沙
投标专员,['地产招投标'],3-5K,大专,长沙
茶颜悦色招聘奶茶店店员,['带薪年假加班费'],4-8K·13薪,中专/中技,长沙
松花江饺子馆五一总店招聘面点师,"['五险', '包吃', '包住', '绩效奖金', '工龄奖']",3-4K,学历不限,长沙
广告图文前期,['平面设计'],5-6K,大专,长沙
财务会计主管,"['成本管理', '预算管理', '资金管理', '中级会计师', '医药']",6-10K,本科,长沙
记忆公开课讲师,"['培训机构', '线上教育', '线下教育', '记忆课程', '思维导图课程']",8-13K,本科,长沙
企业服务咨询顾问,"['国内咨询机构', '法律服务', '知识产权服务', '企业服务']",10-15K,大专,长沙
销售顾问,"['企业（ToB）', '客户签约', '客户邀约', '谈判/方案制定']",7-12K,学历不限,长沙
长沙市雨花区青梧...招聘服务员,"['迎宾', '中餐馆', '全职']",4-5K,高中,长沙
汽车贴膜中工,"['车辆贴膜', '包吃住', '定期团建', '接受出差', '汽车美容经验']",6-10K,学历不限,长沙
博程骏粤招聘油漆工,['汽车喷漆'],8-12K,学历不限,长沙
品牌物业储备项目经理,"['五险一金', '高温补贴', '带薪年假', '住宅小区', '商业场所']",10-12K,大专,长沙
系统集成工程师,"['安防系统', '多媒体系统', '综合布线']",5-6K,中专/中技,长沙
五险一金/7.5h工作时长/客服专员(CAD预算),"['含有销售的客服工作', '线上客服', '正常工作制', '全职工作']",5-8K,大专,长沙
护肤带货主播,"['抖音', '美妆护肤']",15-30K,大专,长沙
锂电池电子工程师,"['电子工艺工程师', '电路设计']",20-40K,中专/中技,长沙
长沙瑞幸咖啡有限...招聘咖啡师,"['咖啡师学徒', '兼职', '轮班工作制']",3-4K,高中,长沙
美容店长,"['中医美容机构', '销售经验', '了解美容常识']",10-15K,高中,长沙
招采经理,"['招标', '土建', '总包', '外装', '高层建筑', '土木工程专业']",12-16K,本科,长沙
金旋风集团比亚迪4S店招聘钣金工,['月休四天'],5-10K,学历不限,长沙
短视频摄影,"['摄影', '摄像']",5-8K,学历不限,长沙
西药营业员,['销售经验'],3-5K,大专,长沙
护肤品导购（木莲西路店）-五险一金,"['区域经理', '销售经理', '美导']",5-8K,学历不限,长沙
急招皮肤美容主诊医师,"['皮肤科', '美容']",15-30K,大专,长沙
文旅项目总经理/副总经理,"['0-30人', '市场经营', '产品研发', '运营管理', '文旅', '景区运营']",13-18K,本科,长沙
课程顾问（工作轻松，单双休）,"['全职工作', '培训机构', '线上教育', '成人/通用', '大学/大专生']",6-11K,大专,长沙
装修项目经理,"['内装', '别墅豪宅', '住宅小区', '商用建筑', '一级建造师']",10-15K,大专,长沙
信息系统监理工程师,['工程管理'],4-5K,本科,长沙
实习生,['产品运营'],4-6K,大专,长沙
餐饮营销员,"['线上', '全职']",3-5K,学历不限,长沙
HRBP(五险一金+双休）,"['绩效管理', '组织发展']",8-12K,本科,长沙
区麦香苑小吃店招聘面点师,"['包吃', '工龄奖', '全职']",5-6K,学历不限,长沙
电梯项目经理,"['一建', '二建', '电梯']",6-10K,本科,长沙
教务管理,"['销售经验', '班主任', 'K12教育', '教育工作经验', '中学生']",6-11K,大专,长沙
湘龙顺斌餐馆招聘服务员,"['火锅店', '餐前服务', '全职']",4-6K,学历不限,长沙
有源医疗器械检验员,"['QC', '物理诊断器具', '影像类', '分析仪器', '硬件', '机械']",4-5K,大专,长沙
公共卫生执业医师,['公卫医师'],8-10K,本科,长沙
电话回访专员,"['网络客服', '日常售后服务', '普通话标准流利', '电话客服']",2-5K,大专,长沙
电解液研发工程师,"['汽车制造', '研发工程师', '锂电池']",7-9K·13薪,硕士,长沙
人力资源总监,"['招聘', '绩效', 'HR']",8-10K,本科,长沙
课程顾问【德思勤】+入职五险,"['全职工作', '培训机构', '线下教育', '营销相关专业']",7-10K,大专,长沙
林业信息化售前技术,['林业信息化'],10-15K,本科,长沙
前台经理,"['门店运营管理', '月休四天']",3-4K,中专/中技,长沙
家装学徒高薪有人带,['AutoCAD'],6-8K,学历不限,长沙
高级会籍顾问,"['地推销售', '销售专员']",6-11K,学历不限,长沙
设计师助理,['室内设计'],1-2K,大专,长沙
平面设计师,"['包装设计', '封面设计', '企业/自有品牌', 'AE', 'PS', 'AI']",5-7K·13薪,本科,长沙
税务会计师,"['房地产/建筑', '中级会计师', '集团公司']",7-12K,本科,长沙
电气工程师,['电控工程师'],12-20K·13薪,本科,长沙
机构业务经理,"['二级市场投资职位', '证券公司', '基金', '股票', '债券']",10-15K,本科,长沙
知识产权顾问,"['对企业/机构（ToB）销售经验', '企业（ToB）', '电话销售经验']",10-15K,本科,长沙
道路设计师,['道路设计'],10-15K·13薪,本科,长沙
老百姓大药房招聘质量管理/测试,"['食品质量管理', '生产质量管理', 'QC七大手法']",7-10K·13薪,大专,长沙
电力数据服务工程师,['计算机软件'],4-6K,大专,长沙
国金证券-长沙湘江中路营业部金融顾问岗,"['证券公司', '信托', '资产/财富管理', '同业销售', '对机构销售']",8-13K·18薪,本科,长沙
医生助理,"['外科', '中医科', '内科']",4-6K,大专,长沙
BD经理,"['商户合作', '渠道/机构客户开发（销售方向）', '公关/传媒']",5-9K,大专,长沙
仁和环境招聘运输经理/主管,"['中大型供应链管理经验', '团队搭建/管理']",10-13K,本科,长沙
新媒体运营,"['新媒体平台', '粉丝运营', '新媒体运营', '运营总监', '运营经理']",5-10K,大专,长沙
车辆信息审核员,"['五险一金', '绩效奖金', '周末单休']",5-8K,大专,长沙
前台（专职夜班）,"['月休四天', '八小时工作制', '包吃包住', '夜班补助', '全职']",3-5K,学历不限,长沙
电商培训主管,"['PPT制作技能', '课程开发', '讲师队伍管理', '培训计划制定优化']",8-12K,大专,长沙
短视频运营,"['短视频运营', '专业拍摄', '后期剪辑', '专业脚本', '策划热点事件']",6-10K,本科,长沙
全屋定制设计师,"['三维家', 'CAD', '酷家乐', '设计师']",5-10K,学历不限,长沙
通信对抗算法专家,['C++'],20-40K,硕士,长沙
售前技术支持,"['计算机/通信相关专业', '售前技术支持经验', '可适应出差']",5-8K,大专,长沙
前端研发总监,"['前端开发', 'JavaScript', 'ES6', 'React', 'Vue']",12-18K,本科,长沙
康顺汽车服务有限公司招聘网约车司机,"['平台一对一派单', '无交通肇事记录']",8-12K,学历不限,长沙
服务支持专员,"['证券从业资格', '金融/金融工程学历', '美股交易员']",5-8K·14薪,本科,长沙
售后维护工程师,"['运维工程师', '弱电工', '维修电工']",4-6K,中专/中技,长沙
高薪诚聘财税顾问,"['总账会计', '主管会计', '税务管理', '税收筹划']",6-11K,大专,长沙
亮化工程项目经理,"['项目管理', '解决方案', '实施']",8-10K,大专,长沙
施工员,"['景观园林工程师', '绿化工']",5-10K,高中,长沙
中级后端开发工程师,"['后端工程师', '全栈工程师', '架构师', 'Java', 'Spring', 'MyBatis']",9-12K·13薪,本科,长沙
SAP-ABAP内部顾问,"['ERP', 'SAP']",10-15K·13薪,大专,长沙
室内设计,"['设计师助理', 'CAD', '装饰建材', '家居', '室内设计', '3DMax']",3-5K,本科,长沙
游戏动作设计师,"['3D动作设计', '3dmax', '游戏动画', '二次元', '欧美风', '仙侠风']",3-8K,学历不限,长沙
助教老师【在校生优先】,"['教师', '助教', '英语', '理科', '文科', '数学', '语文', '物理']",150-200元/天,本科,长沙
激光切割机售后,"['激光切割机售后', '激光切割机操作', '激光售后', '系统调试']",8-11K,高中,长沙
高级硬件工程师,"['下肢残疾', '硬件项目管理经验', '芯片/半导体/集成电路']",12-23K·14薪,本科,长沙
广告平面设计师,"['CDR', '视觉设计', 'PS', '延展设计', '广告/设计公司']",5-8K,大专,长沙
水电安装监理员,['工程监理'],3-4K,高中,长沙
算法工程师,"['视觉图像算法', '算法设计']",15-28K·13薪,硕士,长沙
临床医学专员,"['药学专业背景', 'GCP证书', '医学专业背景', '实验方案']",6-8K,硕士,长沙
磊亿餐馆招聘烧烤师傅,"['宿舍有空调', '包吃包住']",2-3K,学历不限,长沙
专家助理,"['皮肤科', '整形科', '医生']",11-20K,中专/中技,长沙
全屋定制设计师,"['CAD', '三维家', '设计师', '设计师助理', '全职']",5-10K,大专,长沙
普瑞酒店招聘厨师,['中餐厨师'],5-6K·13薪,中专/中技,长沙
策划,"['10w+阅读', '网感好', '爆文制造机']",6-10K,本科,长沙
数据项目实施经理,"['项目管理', '需求分析', '实施工程师', '大数据']",9-12K·13薪,本科,长沙
Java讲师(J14098),['Java开发经验'],25-40K·13薪,本科,长沙
计调,"['国内线路', '定制游', '人员', '景点']",3-4K,学历不限,长沙
美体师,"['五险一金', '包住']",5-10K,学历不限,长沙
主播网红艺人,"['抖音', '单条视频10w播放', '远程办公', '线下办公', '斗鱼', '虎牙']",20-40K,学历不限,长沙
长沙市芙蓉区东屯...招聘奶茶店店员,['工作认真'],4-5K,学历不限,长沙
行政专员,"['固定资产管理', '物品采购/领用']",4-5K,大专,长沙
花艺师傅,"['包住', '花束包装技巧', '包吃住', '花艺/插花造型设计', '花店']",4-6K,学历不限,长沙
规划工程师,"['国土空间规划', '总体规划', '工程师职称', '中级工程师']",12-15K,本科,长沙
直播运营,"['才艺直播', '游戏直播', '聊天直播', '主播经纪人', '推广引流']",5-8K,学历不限,长沙
电话专员,"['办公室坐班', '不含销售的客服工作', '正常工作制', '全职']",5-10K,高中,长沙
结构工程师,"['机器人', '精密仪器', '结构', '框架']",8-12K,大专,长沙
足浴技师,"['带薪培训', '包吃包住']",12-22K,学历不限,长沙
网站编辑（双休+五险一金）,"['网站', '网站编辑', 'SEO']",3-5K,本科,长沙
家装设计师,"['家装设计', '营销意识']",15-25K,大专,长沙
设计助理,"['3DMax', 'CAD', '酷家乐', 'Sketchup', 'PhotoShop']",3-6K,学历不限,长沙
送餐员,"['日结工资', '系统派单', '无传染疾病', '无犯罪记录', '饿了么']",6-20元/单,学历不限,长沙
高级文案策划（五险一金 年底奖金）,"['电商广告', '广告策划', '音视频脚本']",7-12K·13薪,本科,长沙
特药审核岗,"['理赔审核', '人身险理赔', '健康险理赔', '人身险理赔员证书']",5-7K,本科,长沙
QT开发工程师,"['C#', '上位机开发', 'QT开发程序']",10-15K,本科,长沙
咨询助理,"['政府及公共服务', '交付团队', '财政学', '国内咨询机构']",4-6K,硕士,长沙
栽培农艺师,"['五谷', '农艺师', '传统土壤种植', '有机种植', '农业技术员']",8-10K·14薪,硕士,长沙
医学科普类、抖音剧情文案编辑,"['文字编辑', '文案', '文字写作能力', 'KOL', '短视频', '新媒体编辑']",4-8K,本科,长沙
客服专员,"['含有销售的客服工作', '电话客服', '正常工作制', '办公室坐班']",3-8K,初中及以下,长沙
接单文员,['生产文员/统计员'],3-5K,学历不限,长沙
工业互联网开发主管,"['分布式技术', 'Java', 'HTML', '微服务架构', '后端开发']",15-25K·13薪,本科,长沙
家装预算师,"['家装', '预算', '工程造价']",6-10K,本科,长沙
中医执业医师,"['中医外科', '中医儿科', '中医推拿', '中医医师资格证']",10-15K,大专,长沙
旅游规划师,"['境内游', '境内跟团游']",5-10K,高中,长沙
湖南纵联自动化技...招聘钳工,"['八小时工作制', '周末双休', '意外险', '交通补助', '免费培训']",6-11K,高中,长沙
资料员,"['施工资料员', '资料员证']",2-6K,大专,长沙
结构设计师,"['PKPM', '天正', '住宅地产', '综合体']",10-15K·14薪,本科,长沙
会议专员,['会销'],3-5K,学历不限,长沙
测试工程师（外企德科）,"['Python', 'Shell', '软件测试', '白盒测试', '黑盒测试', 'SQL']",12-24K,本科,长沙
英语和托管培训学校招聘,['英语翻译'],5-6K,本科,长沙
需求分析师,"['Axure', 'Visio']",8-10K,本科,长沙
办公室综合岗,"['活动/会议组织', '行政费用预算/控制', '流程制度制定/优化']",6-8K,本科,长沙
资料员,"['监理资料员', '建筑工程类专业', '大型工程资料管理', '招投标']",5-6K,学历不限,长沙
主持人,"['栏目主持', '大型活动主持经验', '普通话水平证书', '电视台']",5-10K,大专,长沙
直播经理,"['带货直播', '货物选品', '推广引流', '抖音（抖音火山）']",20-30K,大专,长沙
售前技术支持,"['高提成', '基础医学', '科研']",10-15K,硕士,长沙
平面设计师,"['广告设计', '平面设计', 'UI']",4-5K,本科,长沙
Java,"['JS', 'Javascript', '系统架构']",5-10K,本科,长沙
双休课程设计（益智玩具类）入职买五险一金,"['学前儿童/小学生', '课程研发经验', '有教研经验', '教育专业背景']",5-10K,本科,长沙
音频算法,"['C语言', '算法设计', '语音算法', 'Matlab']",13-26K·13薪,本科,长沙
视觉slam算法工程师,['智能驾驶'],15-22K·14薪,硕士,长沙
总经办秘书,"['日常行程安排', '接待/外联', '活动/会议组织', '适应出差']",5-7K,本科,长沙
游戏UI平面设计师,"['界面设计', '原型设计', '游戏端', 'PS', 'AI', '切图和标注']",8-12K,本科,长沙
画册设计师,"['设计师', 'CorelDRAW', '兼职', '婚庆', '画册设计', '印刷', '影视']",30-50元/时,大专,长沙
Java开发工程师,"['后端开发', 'Java', 'IOS', 'Android', '移动端', '小程序']",8-13K,学历不限,长沙
分公司合伙人,"['政府关系管理', '教育培训', '公关']",14-23K,大专,长沙
计调,"['计调', '同业', '国内线路', '人员', '旅游产品销售', '交通']",5-8K,大专,长沙
电气技术员,"['五险一金', '包住', '全勤奖', '绩效奖金', '电气安装']",5-7K,大专,长沙
运维工程师,"['桌面运维', '应用运维', '系统运维', '自动化运维', '安全运维']",4-9K·13薪,大专,长沙
朝九晚五 家装设计师+ 五险,"['设计师', '设计总监', '设计经理']",10-15K,学历不限,长沙
设计师助理（一带一、考核周期短快速晋升）,"['设计师', '室内设计', '室内施工图设计', '软装设计', '设计师助理']",1-3K,大专,长沙
策划主管,"['市场策划', '品牌策划', '活动推广', '线上推广']",7-12K,学历不限,长沙
高级.net开发工程师,"['C#', '微服务架构', '容器技术', 'NoSQL']",12-17K,本科,长沙
养发师包吃住,['包吃住保底4000'],4-8K,学历不限,长沙
皮肤教育总监,"['形象设计机构', '了解美容常识', '皮肤培训师', '美容教育老师']",6-10K,大专,长沙
系统集成工程师,"['综合布线，安防监控', '硬件系统集成', '硬件系统运维', '弱电']",5-8K,本科,长沙
律师助理,"['诉讼/非诉讼', '综合类助理', '互联网直播间运营']",4-9K,本科,长沙
正畸医助（湘府院）,['正畸'],4-6K,大专,长沙
兼职地推,"['销售工作经验', '销售岗', '商务谈判能力', '付费用户增长']",300-400元/天,大专,长沙
开发报建经理,"['工业园区', '地产开发商', '报批报建']",10-15K,本科,长沙
售前客服专员,"['线上客服', '办公室坐班', '全职工作', '企业内部客服', '抖音课程']",4-8K,学历不限,长沙
测绘内业,"['五险', '餐补', '全勤奖', '月休六天']",4-8K·13薪,大专,长沙
正极材料研发工程师,"['研发工程师', '系统工程师', '锂电池', '磷酸铁锂电池']",20-40K·16薪,硕士,长沙
结构设计师,"['甲级设计院经历', '土木工程相关专业', '地质工程相关专业']",6-8K,本科,长沙
产品工程师PE,"['软硬件开发经验', '汽车相关专业', '内饰']",7-9K,本科,长沙
招生考试,"['全职工作', '培训机构', '线上教育', '成人/通用', '大学/大专生']",6-11K,大专,长沙
消防工程师,"['住宅地产', '高层建筑']",8-11K,本科,长沙
书法老师,"['教师', '小学教育', '线下授课']",6-8K,大专,长沙
app项目经理,"['计算机相关专业', '管理相关专业', '软件研发经验', 'PMP']",15-25K,高中,长沙
养发师,"['年终奖', '包住', '免费培训', '绩效奖金', '包吃住', '包吃']",3-6K,学历不限,长沙
房产经纪人,"['八小时工作制', '房产销售']",300-600元/天,高中,长沙
储备业务经理,"['金融', '业务风控']",5-10K,本科,长沙
硬笔书法老师,"['教师', '集体授课', '小学教育', '全职兼职均可']",4-8K,大专,长沙
俄语翻译,['笔译'],8-12K,本科,长沙
益可新电动车商行招聘机修工,['包吃包住'],3-7K,学历不限,长沙
策划主管,"['动漫/游戏展', '房地产展', '医药展', '政府客户', 'B端客户']",3-6K·13薪,本科,长沙
10086客服+五险+双休+提供食宿,"['普通话标准流利', '售前客服', '办公室坐班', '售后客服']",5-9K,学历不限,长沙
碘131治疗病房负责人,"['放射科', '用药指导', '报告解读']",15-25K,本科,长沙
团队律师,"['专职律师', '诉讼/非诉讼', '提成制', '公司律师', '社会律师']",10-11K,本科,长沙
培训主管,"['PPT制作技能', '讲师/内训师经历', '讲师队伍管理', '课程开发']",8-12K,本科,长沙
液压工程师,"['五险', '包住', '餐补', '绩效奖金', '周末单休']",6-11K,大专,长沙
项目经理,['企业内部技术项目管理'],13-25K·13薪,本科,长沙
UI设计师,"['UI', '视觉', 'App设计']",18-30K·16薪,本科,长沙
PHP,"['架构师', '全栈开发', '后端开发', 'ThinkPHP', 'TP框架', 'Laravel']",8-10K·13薪,本科,长沙
宠物医生助理实习生,['医生助理'],1-2K,大专,长沙
