5344,产后康复培训师,"['产后恢复师', '医疗健康', '理疗师']",8-13K,大专,福州
5345,小学教师,"['教师', '教研', '托管老师']",4-5K,本科,福州
5346,高级平台运营经理,"['线上活动', 'C端用户', '活动创意策划', '活动落地执行']",30-50K·13薪,大专,福州
5347,商务经理,"['商务洽谈能力', '商务合作拓展', 'ToB销售经验', '互联网金融']",8-12K,本科,福州
5348,门店会计（税务方向）(J10486),"['税务会计', '门店会计', '连锁餐饮']",5-6K·13薪,大专,福州
5349,前端工程师,"['React', 'Node.js', '前端开发经验']",8-12K·13薪,大专,福州
5350,星级酒店客房服务员（中班）,"['客房服务经验', '星级客房服务经验', '包吃住']",3-5K,学历不限,福州
5351,信息系统监理工程师,"['信息化', '项目招投标', '项目实施', 'IT项目管理', '项目专员']",5-7K,本科,福州
5352,助理,"['日常行程安排', '文字功底扎实', 'PPT制作技能']",4-6K,学历不限,福州
5353,MAYA动画师（组长/高级制作）,"['MAYA', 'layout', '动捕']",15-25K,大专,福州
5354,思维导图老师/快速阅读培训讲师（薪资4k-8k）,['小学教育'],4-8K,大专,福州
5355,医学招募经理-福州,"['医学专业背景', '心脑血管药物', '医药代表', '抗肿瘤药物']",7-12K,本科,福州
5356,操课老师,"['舞蹈', '爵士舞', '教练', '成人教育', '线下授课', '全职兼职均可']",2-3K,大专,福州
5357,护士,"['互联网医疗机构', '护士资格证', '健康管理']",5-7K,大专,福州
5358,兼职初中线下作业答疑老师,"['兼职', '线下教育']",3-7K,本科,福州
5359,设备维修人员,[],4-6K,学历不限,福州
5360,项目管理,"['汽车', '玻璃', '项目管理']",6-9K·14薪,本科,福州
5361,舞蹈助教,"['全职', '兼职', '培训机构', '线下教育', '不坐班', '坐班']",3-5K,本科,福州
5362,高级游戏ui设计师,"['视觉设计', '界面设计', 'U3D', 'PS']",11-20K,学历不限,福州
5363,平面设计,"['CDR', 'AI', 'PS']",5-7K,学历不限,福州
5364,Java开发工程师,"['分布式技术', 'SpringBoot', 'Spring', 'SpringCloud', 'Mybatis']",6-11K,大专,福州
5365,旅游顾问,"['销售专员', '电话销售', '网络销售', '直销', '旅游票务', '初级销售']",6-10K,大专,福州
5366,法务,"['法务', '律师', '合规']",5-10K,本科,福州
5367,资深会计师,"['上市公司', '四大', '集团公司', '内部审计', '外部审计', '互联网']",10-15K,本科,福州
5368,校长/副校长,"['教务行政', '校长', '校区运营']",9-10K,本科,福州
5369,记者,"['记者', '新媒体记者', '采编', '文字记者', '文稿写作', '历史类']",5-6K,本科,福州
5370,热泵工程师,"['SolidWorks', '钣金工艺', '机械工程师', '机械设备', 'CAD']",8-12K·14薪,本科,福州
5371,动源招聘网约车司机,"['免费培训', '车辆保险/保养', '平台一对一派单', 'C1驾驶证']",8-13K,学历不限,福州
5372,护士（晋安新店）,"['常规护理', '护士资格证', '护士职称', '医院卫生', '导诊']",5-7K,中专/中技,福州
5373,洗衣房主管,"['正常工作制', '星级酒店工作经验', '熟练使用办公软件']",4-5K,学历不限,福州
5374,售前工程师（2023届）,"['ERP/OA/CRM系统', '金融信息化项目', '计算机/通信相关专业']",7-12K,本科,福州
5375,渠道销售,"['具有硬件/通信从业经验', '渠道运营管理', '硬件/网络设备']",4-9K,大专,福州
5376,视光技师,"['五险一金', '全勤奖', '绩效奖金', '视光技师', '验光师']",5-10K,大专,福州
5377,技术副总监（研发）,"['Java', '搜索引擎技术', '负载均衡技术', '.NET', 'JQuery', 'React']",15-25K·13薪,本科,福州
5378,音乐老师,"['全职', '兼职', '培训机构', '线下教育', '不坐班', '一对一教学']",3-8K,大专,福州
5379,火锅店厨师长,"['包吃', '包住', '加班费', '绩效奖金', '全勤奖', '工龄奖']",7-8K·13薪,学历不限,福州
5380,营运专员/主管,"['楼层管理', '门店销售运营']",4-8K,本科,福州
5381,外贸跟单，十三薪,"['生产跟单', '外贸跟单', '贸易/物流专业', '英语可用于工作', '行政']",5-6K,大专,福州
5382,5G 基站协议开发工程师,"['5G', '协议栈', '基站']",13-20K,本科,福州
5383,汽车美容学徒,"['抛光打蜡', '抛光工']",1-2K,学历不限,福州
5384,暖通空调设计师,"['方案设计', '空间设计']",5-8K,本科,福州
5385,配菜打荷,['全勤奖'],3-5K,学历不限,福州
5386,实施顾问,"['ERP', 'WMS', 'OA']",4-7K,本科,福州
5387,亚马逊测评/站外推广引流,"['电子商务', '海外网站账号运营/投放', '海外广告投放经验']",5-10K,学历不限,福州
5388,美工,"['PhotoShop', '网页设计', '电子商务']",5-7K,学历不限,福州
5389,会籍顾问,"['电话销售', '地推销售', '兼职']",10-20元/时,学历不限,福州
5390,酒店前台经理,"['门店运营管理', '全勤奖', '绩效奖金', '免费培训', '包吃住']",4-5K,大专,福州
5391,培训经理,"['PPT制作技能', '讲师/内训师经历', '培训实施']",12-15K,本科,福州
5392,教练 （双休轮休制、13薪）,"['教练', '直播', '演员']",6-10K·13薪,本科,福州
5393,汽车美容学徒,"['汽车贴膜', '贴膜改色', '汽车隐行车衣']",2-3K,学历不限,福州
5394,美容店长,"['销售经验', 'SPA/水疗机构', '美容', '美体瘦身机构']",8-12K,学历不限,福州
5395,云OS前端开发工程师,"['JavaScript', 'HTML', 'CSS', '前端开发', 'Node.js', 'React', 'Vue']",11-22K·16薪,本科,福州
5396,技术顾问,['售后工程师'],5-6K,大专,福州
5397,售前工程师,['售前技术支持'],4-5K,本科,福州
5398,鑫家荣贸易招聘供应链专员,"['英语能力好', '进出口物流工作经验', '数据分析能力', '跨境电商']",4-5K,本科,福州
5399,月入过万包住五险一金安装宽带,"['5G', '4G', '宽带装维', '网络维护', '无线通信', '光缆通信']",6-11K,大专,福州
5400,高级游戏动作设计师,"['原画设计', '3DMax', 'Spine', '游戏动作设计', '游戏设计']",7-12K,大专,福州
5401,客房服务员,"['客房服务经验', '包吃', '包住', '系统培训']",4-7K,学历不限,福州
5402,整形医院护士长,"['护士长', '常规护理', '护士培训', '手术室', '手术配台', '排班管理']",5-10K,大专,福州
5403,H5前端开发工程师,"['前端开发', 'Web端', '移动端', 'HTML5', 'Vue', 'VUE', '小程序']",10-15K,大专,福州
5404,电脑技术员,"['Java', 'SQL']",3-7K,初中及以下,福州
5405,导医,"['分诊', '挂号收费', '候诊服务', '口腔科']",5-7K,学历不限,福州
5406,摄影师助理,"['两者皆有', '摄影助理', '摄影师']",2-3K,学历不限,福州
5407,养发师,"['美容美发综合店', '美发店', '五险一金', '全勤奖', '包住']",6-11K,学历不限,福州
5408,凡塔斯招聘后厨,"['月休四天', '带薪年假', '加班费', '后厨杂工', '酒店']",7-12K,学历不限,福州
5409,房建施工员,"['安全员证', '总包施工员', '土建', '工业建筑', '国内派遣']",8-12K,中专/中技,福州
5410,机械制图员,"['装配图', '机械结构图', '效果图', 'AutoCAD', 'SolidWorks']",5-10K·13薪,大专,福州
5411,数据运营,"['业务数据分析', '业务模式/运营策略优化']",6-9K,本科,福州
5412,医疗器械注册,"['医疗器械', 'IVD注册', '临床试验', '三类医疗器械', '二类医疗器械']",6-10K,本科,福州
5413,自媒体写手,"['全职', '文字编辑']",4-8K,学历不限,福州
5414,匠心一本料理招聘服务员,"['加班费', '包吃', '包住', '月休四天', '加班费', '年终奖', '绩效奖金']",4-5K,学历不限,福州
5415,顺丰速运招聘快递员,"['文件', '日用品', '指定区域配送']",7-10K,中专/中技,福州
5416,策划经理,"['企业内部职位', '线上', '线下', '短视频', '图文', '有策划经验']",6-8K,本科,福州
5417,口腔护士,"['月休四天', '加班费', '口腔护士']",4-6K,高中,福州
5418,施工员,"['建筑施工现场管理', '施工员']",5-10K,学历不限,福州
5419,交易员,"['ETF交易员', '期权交易员', '股指期货交易员']",5-10K,学历不限,福州
5420,福州市长乐区航城...招聘服务员,['奶茶店/饮品店'],3-4K,学历不限,福州
5421,广告执行,"['CDR', '图文广告', '广告设计/后期', 'PS', '户外广告', '乙方经验']",5-6K·13薪,高中,福州
5422,储备干部,['应届毕业生'],5-6K,本科,福州
5423,小提琴老师,"['音乐教育', '小提琴', '陪练']",3-8K,本科,福州
5424,海星餐饮招聘厨师,"['中餐', '川菜', '粤菜', '湘菜', '主厨', '5年以上']",10-14K,高中,福州
5425,化妆师,"['人物形象设计', '影楼化妆', '化', '彩妆', '擅长发型造型']",4-8K,中专/中技,福州
5426,大名城物业招聘电工,"['电工操作证', '维修电工', '1-3年经验', '月结', '包住', '高温补贴']",4-5K,中专/中技,福州
5427,健康服务中心营销副总,"['副总裁/副总经理/VP', '合伙人', '公司管理', '战略管理']",10-11K,大专,福州
5428,一鹿畅行招聘网约车司机,"['免费培训', '车辆保险/保养', '免费道路救援']",8-13K,学历不限,福州
5429,运维工程师,"['Python', '服务器配置', 'Nginx', 'Redis', 'Oracle', '系统运维']",8-13K,本科,福州
5430,少儿编程老师,"['专业知识', '动手能力', '沟通表达能力', '教育培训']",6-11K,大专,福州
5431,游戏剧情策划,"['游戏文案', '剧情策划', '游戏剧情策划', '游戏类']",8-12K,大专,福州
5432,企业法务专员,"['律师执业证', '律所工作经验', '餐饮/酒店', '合同审查', '诉讼']",6-9K,大专,福州
5433,初高化学i教师,"['销售经验', '学科应试类', '小班教学（3-25人）', '培训机构']",5-6K,本科,福州
5434,健康顾问（福新中路）,['健康顾问'],5-10K,学历不限,福州
5435,鞋吧服务员,"['包吃住', '全勤奖']",3-5K,学历不限,福州
5436,宠物美容师助理,"['全勤奖', '餐补', '宠物店', '宠物店学徒经验', '系统培训']",4-7K,学历不限,福州
5437,助教/学管,"['全职', '培训机构', '线下教育', '坐班']",5-8K,本科,福州
5438,投资经理,"['投融资', '股权投资', '投资经理', '投前尽调', '行业研究']",8-10K·13薪,本科,福州
5439,文化建设专员,"['微信运营', '广告创意', '平面广告', '中文']",5-7K,本科,福州
5440,媒介专员,"['线下媒介', '媒体活动策划及执行', '媒介拓展及管理']",5-6K,大专,福州
5441,辉腾家具招聘木工,"['1-3年经验', '月结', '包吃住']",6-8K,学历不限,福州
5442,纹绣师,"['半永久纹绣', '皮肤管理', '具有销售经验', '擅长各种眉形']",15-30K,学历不限,福州
5443,载丰招聘物流跟单,"['餐补', '年终奖', '月休四天', '环境好', '公路运输', '全职']",4-6K,学历不限,福州
5444,销售经理,"['招商/商户拓展类服务', '软件/企业服务产品']",8-13K·13薪,大专,福州
5445,自动化工程师,"['设备保养/维修', '机械工程专业', 'AutoCAD', '设备调试']",5-8K·13薪,大专,福州
5446,见习研究员,['企业战略咨询'],130-150元/天,硕士,福州
5447,人力资源经理,"['部门建设', '招聘达成', '员工关系']",7-10K,大专,福州
5448,平面设计师,"['美术设计师', '视觉设计', '品牌设计', 'VI设计', '文创设计', '美工']",4-6K·13薪,学历不限,福州
5449,网管,"['网络', '系统运维', '系统管理员']",3-4K,大专,福州
5450,嵌入式开发工程师,"['嵌入式技术', '嵌入式软件开发', '单片机开发']",10-15K,本科,福州
5451,PHP开发工程师,"['PHP', 'Linux', 'MySQL', '分布式技术', '微服务架构', 'ThinkPHP']",6-8K·13薪,本科,福州
5452,福越管业招聘理货员,"['月休2天', '不加班', '包住', '晋升空间大', '免费培训', '理货员']",4-6K,中专/中技,福州
5453,做标书,"['投标', '总包', '分包', '土建', '工程造价专业', '建筑相关专业']",4-5K,大专,福州
5454,室内设计,"['3DsMAX', 'AutoCAD', 'PS', '良好的方案沟通能力']",2-3K,中专/中技,福州
5455,商务经理,"['商务洽谈能力', '方案策划能力', '资源整合能力', '商务合作拓展']",5-10K,学历不限,福州
5456,平面设计师,"['CAD', '设计师', '兼职', '全职兼职均可', '配饰设计']",5-10元/时,学历不限,福州
5457,主持人,"['外景主持', '商演主持', '播音主持教师']",5-10K,大专,福州
5458,景观施工图设计师,"['天正', '住宅地产', '产业地产', '商业地产', '综合体', '别墅地产']",3-8K·22薪,大专,福州
5459,活动策划,['活动策划'],5-6K·13薪,本科,福州
5460,主创方案设计师,"['民用建筑', '商用建筑', '工业建筑', 'AutoCAD', 'Photoshop', 'AI']",8-12K,本科,福州
5461,茶艺师销售员,"['茶叶茶具店', '茶馆', '了解茶文化', '茶艺师资格证', '销售经验']",4-8K,学历不限,福州
5462,3D设计师,"['CAD', '3DMax', '设计师助理']",5-6K,大专,福州
5463,平面设计师,"['平面设计', '插画']",4-7K,学历不限,福州
5464,育儿嫂，保姆，月嫂,"['包吃包住', '交通补助', '年底双薪', '环境好', '零食下午茶', '全职']",6-11K,学历不限,福州
5465,生产组长/拉长,"['建材', '生产计划与物流控制', '生产成本管理', '生产跟单']",4-6K,学历不限,福州
5466,万科物业管家,['住宅小区'],4-6K,大专,福州
5467,首席软装师,"['装修设计', '色彩搭配', '审美观']",6-12K,学历不限,福州
5468,启善泽众餐饮公司招聘餐饮学徒,"['日料/韩餐', '无经验']",4-6K,学历不限,福州
5469,服装销售人员,['门店销售'],4-6K,高中,福州
5470,设计师助理,['家居/家具设计'],2-4K,学历不限,福州
5471,PHP,"['后端开发', 'Redis', 'ThinkPHP', 'Yii', 'TP框架']",16-20K,大专,福州
5472,光学设计工程师,['芯片/半导体/集成电路'],5-10K,本科,福州
5473,实习生（文案/策划方向）,['项目策划'],2-3K,本科,福州
5474,技术工程师,"['售前/售后技术支持', '计算机/通信相关专业']",3-5K·13薪,大专,福州
5475,前端工程师,"['前端开发', 'Web端', '小程序']",5-7K,本科,福州
5476,初中数学教师,"['教师', '小班教学（3-25人）', '培训机构', '线下教育', '初中教育']",5-6K,本科,福州
5477,梦无限招聘洗碗工,['包吃'],4-5K,学历不限,福州
5478,PHP开发工程师,"['后端开发', 'PHP']",8-11K,学历不限,福州
5479,前台客服,"['普通话标准', '熟悉商务礼仪', '正常班', '销售前台', '行政前台']",3-7K,高中,福州
5480,家天下电商客服4500+外出工作自由,"['含有销售的客服工作', '正常工作制', '全职']",6-10K,学历不限,福州
5481,智能制造/工业互联网商务顾问,"['云计算架构', '工业互联网', '智能制造', 'KA顾问', '行业顾问']",13-25K·13薪,本科,福州
5482,幸福出行招聘网约车司机,"['免费培训', '全职兼职均可', '无交通肇事记录', '车辆保险/保养']",8-13K,学历不限,福州
5483,视频编辑,"['视频剪辑', '短视频', '全职', 'AE', '广告', '素材处理', '字幕制作']",5-10K,大专,福州
5484,新媒体文案,"['全职兼职均可', '新媒体广告', '营销文案', '情怀性文案']",200-350元/天,本科,福州
5485,发型师,"['美发师', '烫染技师', '烫发', '染发', '剪发']",6-8K,学历不限,福州
5486,鑫宾盈招聘车工,"['五险', '餐补', '房补', '加班费', '全勤奖', '周末单休']",5-8K,中专/中技,福州
5487,直播运营经理,"['直播平台', '直播电商', '用户运营', '产品运营', '内容运营']",15-20K,大专,福州
5488,光伏项目经理,['非技术项目管理'],18-30K,学历不限,福州
5489,区域战略咨询项目经理,"['企业战略咨询', '企业管理咨询', '企业调研', '咨询经理/主管']",12-13K,本科,福州
5490,游泳馆救生员,"['包住', '五险', '八小时工作制']",3-6K,学历不限,福州
5491,服装导购,"['底薪加提成', '导购', '服装销售']",5-8K,中专/中技,福州
5492,动漫影视设计师,"['编导', '短视频', '动漫动画', '网剧', '短视频导演', '音乐节目编导']",8-10K,大专,福州
5493,高级安卓开发工程师,"['Java', '网络协议', 'Eclipse', 'SQLite']",10-15K,大专,福州
5494,测试工程师,['功能测试'],100-200元/天,,福州
5495,高中日语老师,"['高考日语', '教师', '日语发音标准', '小班教学（3-25人）']",6-8K,本科,福州
5496,土建施工员/主管/栋号长（长乐/莆田）,['土建'],4-9K,大专,福州
5497,直播编导,['编导'],3-6K,大专,福州
5498,厦门鱼旨餐饮管理招聘传菜员,"['五险', '带薪年假', '包吃包住', '商业保险', '绩效奖金', '免费培训']",4-5K,学历不限,福州
5499,执行校长,"['校长', 'K12教育']",8-13K,本科,福州
5500,办事员,['旅游操作助理'],3-4K,中专/中技,福州
5501,采耳头疗推拿足浴美容spa师,['采耳头疗开背美容美甲'],6-11K,学历不限,福州
5502,品牌策划,"['品牌文案', '市场营销专业', '广告传媒专业', '4A广告公司经验']",5-10K,本科,福州
5503,楼栋管家-信通,"['五险一金', '商业场所', '楼栋管家']",5-6K,大专,福州
5504,前端高级工程师,"['JavaScript', 'Vue', '前端开发', '后端开发', 'HBuilder', 'Hbuildx']",7-12K,学历不限,福州
5505,售前解决方案专家,"['售前技术支持经验', '系统集成', '计算机/通信相关专业']",8-13K·13薪,本科,福州
5506,新光塑胶模具招聘质量管理/测试,"['IQC', 'IPQC', 'PQC', 'FQC', 'OQC', '生产质量管理']",6-8K,中专/中技,福州
5507,电子工程师,"['电路设计', '电控工程师', '热风枪', '万用表', '示波器', '烙铁']",6-8K,大专,福州
5508,康汇佳招聘空调工,"['加班费', '绩效奖金', '全勤奖', '月休四天']",8-13K,学历不限,福州
5509,物联网高级应用软件开发工程师,"['Shell', 'Linux', 'NodeJS', 'SQL/NoSQL', '大数据', '可视化']",8-13K·13薪,本科,福州
5510,教练学徒,"['教练', '健身', '助教', '体能', '器械', '拳击', '团操']",9-10K,中专/中技,福州
5511,活动策划专员,"['执行', '策划']",5-10K,大专,福州
5512,酒店公区保洁员,"['保洁经验', '无经验', '客房服务经验', '包吃住', '医社保']",3-4K,学历不限,福州
5513,家装设计师,"['家具', '灯具', '3dsMAX', 'AutoCAD', '熟悉装修材料']",4-9K,大专,福州
5514,机械设计师,"['机械', '设计', '机械自动化']",6-9K·13薪,大专,福州
5515,摄影师,"['摄影师', '短视频']",5-7K·13薪,大专,福州
5516,福州市鼓楼区潘振...招聘后厨,"['西餐', '全勤奖', '无经验', '餐补', '自助餐/快餐', '加班费']",4-5K,学历不限,福州
5517,移动端开发工程师,"['技术方案规划', '架构设计', '功能开发', '多线程编程能力']",9-10K·14薪,本科,福州
5518,设计,"['平面设计', '广告设计', '设计师', '美工', '美术设计师']",4-6K,大专,福州
5519,海外市场主管,"['企业网站运营/SEO', '会展/会议/拜访推广']",11-22K·14薪,本科,福州
5520,驻地培训老师,"['化妆护肤培训', '销售培训']",12-20K,大专,福州
5521,企划经理,"['房地产/建筑', '品牌策略制定经验', '4A公司工作经验', 'C端客户']",7-8K,大专,福州
5522,妈咪到家招聘机修工,"['五险', '餐补', '交通补助', '绩效奖金', '全勤奖', '工龄奖']",6-11K,学历不限,福州
5523,德邦快递招聘货运司机,"['包住', '五险', '夜班补助', '高温补贴']",7-9K,学历不限,福州
5524,软件维护工程师,"['技术沟通', '系统调试', '服务器配置']",5-10K·13薪,本科,福州
5525,宠物美容师,"['宠物医院', '包住', '宠物美容培训经验', '宠物美容师证']",4-6K,学历不限,福州
5526,小学语文教师（大语文方向）,"['教师', '教研']",4-8K,学历不限,福州
5527,硬件工程师（校招）,"['PCB设计', '驱动开发']",7-12K·14薪,本科,福州
5528,福清裕荣汇万达广场招聘电工,"['五险一金', '包吃', '年底三薪']",4-6K·15薪,学历不限,福州
5529,室内设计,"['复式', '小户型', '普通住宅']",2-5K,大专,福州
5530,产品设计,"['包装设计', '产品设计', '平面设计']",6-10K,大专,福州
5531,高级合伙人(政策从优),"['非诉讼业务', '诉讼业务']",20-30K,本科,福州
5532,福清市宏路早安烘焙店招聘蛋糕/裱花师,"['烘培', '甜品', '1-3年', '3-5年', '5年以上', '蛋糕店']",5-7K,学历不限,福州
5533,福州云速购超市招聘收银,"['加班费', '交通补助', '年终奖', '全勤奖', '就近分配', '工龄奖']",5-6K,学历不限,福州
5534,水生研究技术总监（可兼职）,"['生物学', '水产', '植物', '病虫害']",6-10K,本科,福州
5535,物业维修工,"['住宅地产', '全职', '五险一金', '年终奖', '生日福利']",5-6K,学历不限,福州
5536,福州销售主管,"['B端客户', '30人（含）以上', '线下零售']",4-6K,高中,福州
5537,机构业务经理,"['个人（ToC）', '互联网金融', '沟通能力', '客户开发']",12-24K,本科,福州
5538,茶饮研发师,"['饮品研发', '食品质量管理', '生产质量管理']",6-10K,本科,福州
5539,技术工程师,"['机器人', '电气工程师', 'CAD', '系统集成技术', '自动化技术']",6-11K·13薪,本科,福州
5540,远程技术支持工程师,"['运维通信资格证书', 'CCIE证书', '网络交换技术', '网络协议']",10-15K,本科,福州
5541,行政实习生,"['档案管理', '活动/会议组织', '物品采购/领用']",100-110元/天,大专,福州
5542,建材产品经理,"['功能产品', '后台产品']",6-9K,本科,福州
5543,平面设计师,"['广告设计', '平面设计', '基础建模']",4-7K,大专,福州
5544,中餐厨师,"['五险', '包吃', '绩效奖金', '全勤奖', '工龄奖', '带薪年假']",6-8K,学历不限,福州
5545,台球助教,['全职'],3-4K,学历不限,福州
5546,招标代理专员,['公共建筑'],9-14K,大专,福州
5547,娱乐主播,"['抖音', '酷狗', '微信', '娱乐才艺', '情感聊天', '直播带货']",5-6K,学历不限,福州
5548,急招平面设计师,"['CorelDRAW', 'PhotoShop']",4-8K,学历不限,福州
5549,福州阳茵莱光汽车租赁招聘网约车司机,"['免费培训', '车辆保险/保养', '熟悉本地路况', '无交通肇事记录']",10-15K,学历不限,福州
5550,电气工程师,"['PLC工程师', 'eplan', 'C#', 'LabVIEW']",8-12K·13薪,大专,福州
5551,产品运营,"['活动策划', '用户增长', 'B端用户', 'C端用户', '平台类产品']",5-7K·14薪,本科,福州
5552,长城物业招聘电工,"['电工操作证', '电工资格证', '1-3年经验']",5-6K,中专/中技,福州
5553,3d次世代美术,"['卡通风格', 'Substance', '游戏', 'ZBrush', '3D设计', '3DMax']",5-10K,大专,福州
5554,助教老师,['全职'],8-10K,大专,福州
5555,施工员,"['月休四天', '带薪年假']",4-9K,大专,福州
5556,设计师助理/绘图员,['CAD平面设计'],3-5K,大专,福州
5557,商标代理人,"['知识产权项目申报', '商标代理人', '版权代理人', '知识产权代理人']",5-6K,大专,福州
5558,福建采购经理,"['国内采购', '生鲜果蔬', '食品饮品', '家居用品']",15-30K,学历不限,福州
5559,小学语文老师（青年教师&实习生）,"['全职', '私立学校', '线下教育', '教师', '小班教学（3-25人）']",2-5K,本科,福州
5560,行政经理,"['企业文化建设', '资产管理']",7-8K,大专,福州
5561,门店店长,"['服装潮牌', '销售经验', '善于解决客诉']",3-8K,高中,福州
5562,资深设计师,"['广告设计', '画册设计', '标志设计', '广告/设计公司', 'CDR', 'PS']",4-6K,大专,福州
5563,品牌策划,"['活动策划', '广告策划', '活动执行']",6-10K,大专,福州
5564,服装导购,"['五险', '交通补助', '加班费', '绩效奖金', '工龄奖']",4-9K·13薪,高中,福州
5565,pmc主管,"['生产计划与物流控制', 'ERP系统', '生产进度', '物料追踪']",5-8K,大专,福州
5566,设备技术员,"['焊工证', '钳工证', '特种作业操作证']",5-7K·13薪,大专,福州
5567,高级Linux工程师,"['C++', 'Linux', '网络协议', 'Socket技术', '嵌入式技术']",15-20K,本科,福州
5568,教务班主任,['全职'],3-6K,大专,福州
5569,KA大客户销售经理（软件行业）,"['新客户开发', '定制解决方案', '制定销售策略和目标']",15-30K,本科,福州
5570,银行信用卡催收专员,"['银行/互联网金融', '银行不良资产清收经验', '银行', '催收员']",8-13K,学历不限,福州
5571,活动执行,['活动执行'],4-6K,学历不限,福州
5572,理疗师,['五险'],5-9K,中专/中技,福州
5573,室内设计,"['室内设计', '全屋定制设计']",5-6K,大专,福州
5574,初中地理教师,"['教师', '教师资格证(初中)', '兼职', '地理', '培训机构']",4-5K,本科,福州
5575,平面设计师,"['平面设计', '广告设计', '美工']",3-6K,本科,福州
5576,广告设计,"['广告策划', '广告制作']",5-8K,学历不限,福州
5577,摄影剪辑师,['摄影师'],5-10K,学历不限,福州
5578,久恒贸易招聘网约车司机,"['免费培训', '无交通肇事记录', '全职兼职均可']",10-15K,学历不限,福州
5579,游戏UI设计师,"['手游', '写实', '欧美风', '卡通风']",6-8K,大专,福州
5580,美术老师（兼职）,"['教师', '美术', '学前教育', '小学教育', '初中教育', '助教']",120-150元/时,大专,福州
5581,高级财务经理,"['财务分析', '预算管理', '财务综合管理', '中级会计师']",8-12K·13薪,本科,福州
5582,福州高薪诚聘纹绣师 全国连锁,"['半永久纹绣', '皮肤管理', '擅长各种眉形', '具有销售经验']",15-16K,学历不限,福州
5583,诚招电商美工,"['天猫', '京东', '淘宝', 'PS']",3-5K,大专,福州
5584,AI数学规划教师,"['教师', '教研', '学科带头人', '理科', '数学', '初中教育', '高中教育']",4-9K,本科,福州
5585,按摩技师,['健康保健'],8-9K,学历不限,福州
5586,茶艺师,"['茶馆', '企业内部茶室', '了解茶文化', '茶艺师资格证', '了解香道']",6-7K,学历不限,福州
5587,研发助理,"['饮品研发', '现调奶茶']",4-9K,大专,福州
5588,土建工程师,"['高层建筑', '装配式建筑', '电梯方面', '架线/管道工程师']",4-5K,大专,福州
5589,洗车美容工,"['汽车美容', '洗车工', '汽车后市场', '抛光打蜡', '汽车喷漆', '汽车']",80-160元/天,,福州
5590,业务跟单,"['单证', '订单跟进']",4-9K,大专,福州
5591,PHP,"['Android', '游戏开发', 'Java', '算法基础', '全栈开发', '架构师']",10-15K,大专,福州
5592,设计合伙人,"['设计总监', 'Sketchup', '商业地产', '办公地产', '住宅地产']",8-13K·13薪,大专,福州
5593,PHP工程师（实习）,"['HTML/CSS', 'PHP']",150-200元/天,大专,福州
5594,发型师,"['包住', '烫染技师', '包吃包住', '美发师']",6-10K,中专/中技,福州
5595,服装外发经理QC,"['生日福利', '员工旅游', '带薪培训', '环境好', '晋升空间大']",5-8K,中专/中技,福州
5596,艺佳源窗帘招聘车工,['窗帘加工'],3-5K,学历不限,福州
5597,游戏,"['游戏内容运营', '端游', 'RPG游戏']",5-9K,学历不限,福州
5598,福建开源餐饮招聘服务员,"['就近分配', '包吃包住', '加班费', '晋升空间大', '免费培训']",4-6K,学历不限,福州
5599,山东格力招聘空调工,"['制冷工证', '包住', '五险一金', '初级中央空调运行操作证']",5-8K,中专/中技,福州
5600,人事专员,['制造业同岗位经验'],5-7K,大专,福州
5601,广告写真学徒,"['写真机操作', '户外广告制作', '平面广告制作', '物料制作/安装']",4-7K,学历不限,福州
5602,民宿管家,"['民宿管家', '酒店前台', '管家', '服务员']",3-5K,学历不限,福州
5603,伯仲设备维修招聘机修工,"['初级机修工职业资格证书', '电工机械维修', '1-3年经验', '月结']",5-7K,学历不限,福州
5604,大头椰餐饮有限公司招聘服务员,"['火锅店', '水吧/饮品制作', '全职']",5-7K,学历不限,福州
5605,高中化学教师,"['兼职', '培训机构', '线下教育', '不坐班']",1-2K,本科,福州
5606,CRA临床监查员,"['临床协调', '临床试验']",7-12K,大专,福州
5607,施工员,['公共建筑'],8-12K,学历不限,福州
5608,采购经理（管理）,"['国内采购', '家居用品', '成品/样品']",10-12K·13薪,大专,福州
5609,TikTok讲师,"['线上授课', '课程培训']",5-10K,学历不限,福州
5610,来日可期招聘蛋糕/裱花师,"['西式点心', '包住', '包吃', '餐补', '包吃包住']",4-6K,学历不限,福州
5611,顶利金属制品招聘喷塑工,"['1-3年经验', '月结', '包住', '喷涂', '粉沫喷涂', '静电喷涂']",7-8K,学历不限,福州
5612,mc物控,"['智能硬件', '新能源', '电子/半导体', '生产计划与物流控制']",8-13K,大专,福州
5613,闽侯县南屿镇蓝屿...招聘面包/烘焙师,"['西式点心', '包吃', '烘焙师', '全职', '甜品店']",3-5K,学历不限,福州
5614,电气工程师,['PLC工程师'],5-10K,大专,福州
5615,直播总监+周末双休+高提成有经验的快来,"['运营管理', '直播平台', '直播运营']",20-25K,大专,福州
5616,模拟IC设计工程师,"['电路设计', '半导体技术']",15-30K·15薪,硕士,福州
5617,医材法规课课长,['QM'],10-15K,本科,福州
5618,口腔助理，应届毕业生,"['口腔修复', '口腔综合']",100-200元/天,大专,福州
5619,电气施工员,['工业地产'],7-9K,大专,福州
5620,电视栏目招采编轻松工作朝九晚六,"['财经', '电视']",4-8K,大专,福州
5621,杀鱼工,['鱼类加工'],4-6K,学历不限,福州
